Basin,Date,Latitude,Longitude,Number of Records,Pressure (mb),Storm Name,Wind speed (kt)
West Pacific,8/1/2012 6:00:00 AM,30.4,130.5,1,975,DAMREY,55
West Pacific,8/1/2012 6:00:00 AM,23.4,123.4,1,960,SAOLA,70
West Pacific,8/1/2012 9:00:00 AM,30.5,129.8,1,975,DAMREY,55
West Pacific,8/1/2012 9:00:00 AM,23.7,123.2,1,960,SAOLA,70
West Pacific,8/1/2012 12:00:00 PM,30.8,128.7,1,975,DAMREY,55
West Pacific,8/1/2012 12:00:00 PM,22.4,146.5,1,1004,HAIKUI,0
West Pacific,8/1/2012 12:00:00 PM,23.9,123,1,960,SAOLA,70
West Pacific,8/1/2012 3:00:00 PM,24,122.6,1,960,SAOLA,70
West Pacific,8/1/2012 6:00:00 PM,31.7,126.7,1,975,DAMREY,55
West Pacific,8/1/2012 6:00:00 PM,22.4,146,1,1002,HAIKUI,0
West Pacific,8/1/2012 6:00:00 PM,23.7,122.2,1,965,SAOLA,70
West Pacific,8/1/2012 9:00:00 PM,23.5,122.3,1,970,SAOLA,65
West Pacific,8/2/2012 12:00:00 AM,32.8,124.3,1,970,DAMREY,65
West Pacific,8/2/2012 12:00:00 AM,22.4,145.4,1,1002,HAIKUI,0
West Pacific,8/2/2012 12:00:00 AM,23.8,122.6,1,975,SAOLA,60
West Pacific,8/2/2012 3:00:00 AM,24.4,122.6,1,980,SAOLA,55
West Pacific,8/2/2012 6:00:00 AM,33.8,122.2,1,965,DAMREY,70
West Pacific,8/2/2012 6:00:00 AM,22.4,144,1,1000,HAIKUI,0
West Pacific,8/2/2012 6:00:00 AM,25,122.4,1,980,SAOLA,50
West Pacific,8/2/2012 9:00:00 AM,25.4,121.9,1,980,SAOLA,50
West Pacific,8/2/2012 12:00:00 PM,34.4,120.4,1,970,DAMREY,65
West Pacific,8/2/2012 12:00:00 PM,22.4,143.2,1,996,HAIKUI,0
West Pacific,8/2/2012 12:00:00 PM,25.8,121.3,1,985,SAOLA,45
West Pacific,8/2/2012 6:00:00 PM,34.9,119.4,1,975,DAMREY,60
West Pacific,8/2/2012 6:00:00 PM,22.6,141.9,1,994,HAIKUI,0
West Pacific,8/2/2012 6:00:00 PM,26.5,120.7,1,985,SAOLA,40
West Pacific,8/3/2012 12:00:00 AM,35.6,118.2,1,992,DAMREY,45
West Pacific,8/3/2012 12:00:00 AM,22.9,141.3,1,992,HAIKUI,35
West Pacific,8/3/2012 12:00:00 AM,27,119.7,1,990,SAOLA,35
West Pacific,8/3/2012 6:00:00 AM,37,118,1,996,DAMREY,35
West Pacific,8/3/2012 6:00:00 AM,23.4,140,1,992,HAIKUI,35
West Pacific,8/3/2012 6:00:00 AM,24,161.8,1,1008,KIROGI,0
West Pacific,8/3/2012 6:00:00 AM,27.7,118.7,1,992,SAOLA,0
West Pacific,8/3/2012 12:00:00 PM,37.6,118.2,1,1000,DAMREY,0
West Pacific,8/3/2012 12:00:00 PM,24.4,138,1,992,HAIKUI,35
West Pacific,8/3/2012 12:00:00 PM,23.8,162.1,1,1008,KIROGI,0
West Pacific,8/3/2012 12:00:00 PM,27.8,117.3,1,992,SAOLA,0
West Pacific,8/3/2012 6:00:00 PM,38.8,118.9,1,1004,DAMREY,0
West Pacific,8/3/2012 6:00:00 PM,24.9,136.6,1,992,HAIKUI,35
West Pacific,8/3/2012 6:00:00 PM,23.6,162.4,1,1008,KIROGI,0
West Pacific,8/3/2012 6:00:00 PM,27.7,116.5,1,992,SAOLA,0
West Pacific,8/4/2012 12:00:00 AM,39.6,119.5,1,1006,DAMREY,0
West Pacific,8/4/2012 12:00:00 AM,24.8,134.3,1,990,HAIKUI,35
West Pacific,8/4/2012 12:00:00 AM,23.7,162.7,1,1008,KIROGI,0
West Pacific,8/4/2012 12:00:00 AM,27.7,115.8,1,994,SAOLA,0
West Pacific,8/4/2012 6:00:00 AM,25.3,133,1,985,HAIKUI,40
West Pacific,8/4/2012 6:00:00 AM,23.7,162.5,1,1006,KIROGI,0
West Pacific,8/4/2012 6:00:00 AM,27.4,115,1,994,SAOLA,0
West Pacific,8/4/2012 9:00:00 AM,26,132.1,1,985,HAIKUI,40
West Pacific,8/4/2012 12:00:00 PM,26.2,131.3,1,985,HAIKUI,40
West Pacific,8/4/2012 12:00:00 PM,23.6,162.1,1,1006,KIROGI,0
West Pacific,8/4/2012 12:00:00 PM,27.1,113.5,1,996,SAOLA,0
West Pacific,8/4/2012 3:00:00 PM,26.3,130.7,1,985,HAIKUI,40
West Pacific,8/4/2012 6:00:00 PM,26.3,130.2,1,985,HAIKUI,40
West Pacific,8/4/2012 6:00:00 PM,23.1,161.6,1,1006,KIROGI,0
West Pacific,8/4/2012 6:00:00 PM,26.3,112.4,1,996,SAOLA,0
West Pacific,8/4/2012 9:00:00 PM,26.6,129.8,1,985,HAIKUI,45
West Pacific,8/5/2012 12:00:00 AM,26.7,129.1,1,980,HAIKUI,45
West Pacific,8/5/2012 12:00:00 AM,22.9,161.7,1,1006,KIROGI,0
West Pacific,8/5/2012 12:00:00 AM,25.5,111.4,1,998,SAOLA,0
West Pacific,8/5/2012 3:00:00 AM,26.9,128.8,1,980,HAIKUI,45
West Pacific,8/5/2012 6:00:00 AM,27.3,128.5,1,980,HAIKUI,45
West Pacific,8/5/2012 6:00:00 AM,23.3,162.3,1,1004,KIROGI,0
West Pacific,8/5/2012 9:00:00 AM,27.5,127.9,1,980,HAIKUI,45
West Pacific,8/5/2012 12:00:00 PM,27.4,127.2,1,975,HAIKUI,50
West Pacific,8/5/2012 12:00:00 PM,24.1,162.7,1,1004,KIROGI,0
West Pacific,8/5/2012 3:00:00 PM,27.1,126.9,1,975,HAIKUI,50
West Pacific,8/5/2012 6:00:00 PM,27.1,126.6,1,970,HAIKUI,55
West Pacific,8/5/2012 6:00:00 PM,25.1,162.5,1,1004,KIROGI,0
West Pacific,8/5/2012 9:00:00 PM,27,126.2,1,970,HAIKUI,55
West Pacific,8/6/2012 12:00:00 AM,27.1,126.1,1,970,HAIKUI,55
West Pacific,8/6/2012 12:00:00 AM,25.9,162.5,1,1004,KIROGI,0
West Pacific,8/6/2012 3:00:00 AM,27.2,125.8,1,970,HAIKUI,55
West Pacific,8/6/2012 6:00:00 AM,27.4,125.5,1,965,HAIKUI,60
West Pacific,8/6/2012 6:00:00 AM,26.8,162.7,1,1002,KIROGI,0
West Pacific,8/6/2012 9:00:00 AM,27.4,125.2,1,965,HAIKUI,60
West Pacific,8/6/2012 12:00:00 PM,27.1,124.9,1,965,HAIKUI,60
West Pacific,8/6/2012 12:00:00 PM,27.7,162.6,1,998,KIROGI,35
West Pacific,8/6/2012 6:00:00 PM,26.9,124.6,1,965,HAIKUI,60
West Pacific,8/6/2012 6:00:00 PM,28.4,162.3,1,998,KIROGI,35
West Pacific,8/7/2012 12:00:00 AM,27.3,124.1,1,965,HAIKUI,60
West Pacific,8/7/2012 12:00:00 AM,29,161.9,1,998,KIROGI,35
West Pacific,8/7/2012 6:00:00 AM,27.7,123.5,1,965,HAIKUI,60
West Pacific,8/7/2012 6:00:00 AM,29.7,161.4,1,996,KIROGI,40
West Pacific,8/7/2012 12:00:00 PM,28.2,122.8,1,965,HAIKUI,65
West Pacific,8/7/2012 12:00:00 PM,30.1,160.8,1,996,KIROGI,40
West Pacific,8/7/2012 6:00:00 PM,28.8,122.3,1,965,HAIKUI,65
West Pacific,8/7/2012 6:00:00 PM,30.8,160.3,1,994,KIROGI,40
West Pacific,8/8/2012 12:00:00 AM,29.4,121.2,1,975,HAIKUI,55
West Pacific,8/8/2012 12:00:00 AM,31.4,159.5,1,994,KIROGI,40
West Pacific,8/8/2012 6:00:00 AM,30.1,120.3,1,980,HAIKUI,45
West Pacific,8/8/2012 6:00:00 AM,31.8,158.2,1,994,KIROGI,40
West Pacific,8/8/2012 12:00:00 PM,30.2,119.4,1,990,HAIKUI,40
West Pacific,8/8/2012 12:00:00 PM,32.6,157.2,1,994,KIROGI,40
West Pacific,8/8/2012 6:00:00 PM,30.5,118.6,1,990,HAIKUI,35
West Pacific,8/8/2012 6:00:00 PM,33.4,156.1,1,994,KIROGI,40
West Pacific,8/9/2012 12:00:00 AM,30.6,117.9,1,992,HAIKUI,35
West Pacific,8/9/2012 12:00:00 AM,34.4,155,1,994,KIROGI,40
West Pacific,8/9/2012 6:00:00 AM,30.8,117.6,1,992,HAIKUI,35
West Pacific,8/9/2012 6:00:00 AM,36,154.1,1,990,KIROGI,50
West Pacific,8/9/2012 12:00:00 PM,30.8,117.3,1,994,HAIKUI,0
West Pacific,8/9/2012 12:00:00 PM,37.6,153,1,992,KIROGI,45
West Pacific,8/9/2012 6:00:00 PM,30.7,117,1,994,HAIKUI,0
West Pacific,8/9/2012 6:00:00 PM,39.3,151.5,1,992,KIROGI,45
West Pacific,8/10/2012 12:00:00 AM,30.7,117,1,996,HAIKUI,0
West Pacific,8/10/2012 12:00:00 AM,41.2,149.9,1,994,KIROGI,45
West Pacific,8/10/2012 6:00:00 AM,30.2,116.9,1,996,HAIKUI,0
West Pacific,8/10/2012 6:00:00 AM,43.7,148.3,1,998,KIROGI,0
West Pacific,8/10/2012 12:00:00 PM,30,116.9,1,996,HAIKUI,0
West Pacific,8/10/2012 12:00:00 PM,45.7,147.3,1,1000,KIROGI,0
West Pacific,8/10/2012 6:00:00 PM,29.9,117.1,1,998,HAIKUI,0
West Pacific,8/10/2012 6:00:00 PM,48.6,147.2,1,998,KIROGI,0
West Pacific,8/11/2012 12:00:00 AM,30,117.3,1,1000,HAIKUI,0
West Pacific,8/11/2012 12:00:00 AM,50.4,146.9,1,998,KIROGI,0
West Pacific,8/11/2012 6:00:00 AM,30,117.3,1,1000,HAIKUI,0
West Pacific,8/11/2012 6:00:00 AM,53.7,146.9,1,998,KIROGI,0
West Pacific,8/11/2012 12:00:00 PM,55.5,146.9,1,994,KIROGI,0
West Pacific,8/11/2012 6:00:00 PM,57.8,148.1,1,994,KIROGI,0
West Pacific,8/12/2012 12:00:00 AM,16.8,132,1,1004,KAI-TAK,0
West Pacific,8/12/2012 12:00:00 AM,59,147.9,1,992,KIROGI,0
West Pacific,8/12/2012 6:00:00 AM,16.8,130.9,1,1002,KAI-TAK,0
West Pacific,8/12/2012 6:00:00 AM,61.2,148.2,1,992,KIROGI,0
West Pacific,8/12/2012 12:00:00 PM,16.8,130.1,1,1000,KAI-TAK,0
West Pacific,8/12/2012 6:00:00 PM,16.8,129.4,1,1000,KAI-TAK,0
West Pacific,8/13/2012 12:00:00 AM,16.6,128.2,1,998,KAI-TAK,35
West Pacific,8/13/2012 6:00:00 AM,16.5,127,1,998,KAI-TAK,35
West Pacific,8/13/2012 12:00:00 PM,16.6,126.5,1,994,KAI-TAK,40
West Pacific,8/13/2012 6:00:00 PM,16.8,125.9,1,992,KAI-TAK,40
West Pacific,8/14/2012 12:00:00 AM,17,125.2,1,992,KAI-TAK,40
West Pacific,8/14/2012 6:00:00 AM,17,124.4,1,992,KAI-TAK,40
West Pacific,8/14/2012 12:00:00 PM,17.2,123.8,1,992,KAI-TAK,40
West Pacific,8/14/2012 6:00:00 PM,17.5,123.4,1,992,KAI-TAK,40
West Pacific,8/15/2012 12:00:00 AM,18,122.7,1,992,KAI-TAK,40
West Pacific,8/15/2012 6:00:00 AM,18.7,120.9,1,990,KAI-TAK,45
West Pacific,8/15/2012 12:00:00 PM,18.8,119.5,1,985,KAI-TAK,50
West Pacific,8/15/2012 6:00:00 PM,18.8,118.2,1,975,KAI-TAK,60
West Pacific,8/16/2012 12:00:00 AM,19,117.1,1,975,KAI-TAK,60
West Pacific,8/16/2012 6:00:00 AM,19.3,115.7,1,975,KAI-TAK,60
West Pacific,8/16/2012 12:00:00 PM,19.5,114.3,1,970,KAI-TAK,65
West Pacific,8/16/2012 6:00:00 PM,20.1,112.7,1,970,KAI-TAK,65
West Pacific,8/17/2012 12:00:00 AM,20.8,111.3,1,970,KAI-TAK,65
West Pacific,8/17/2012 6:00:00 AM,21.2,109.7,1,975,KAI-TAK,60
West Pacific,8/17/2012 6:00:00 AM,21.4,125.9,1,1008,TEMBIN,0
West Pacific,8/17/2012 12:00:00 PM,21,107.8,1,975,KAI-TAK,60
West Pacific,8/17/2012 12:00:00 PM,20.8,125.7,1,1008,TEMBIN,0
West Pacific,8/17/2012 6:00:00 PM,21.5,106.8,1,985,KAI-TAK,50
West Pacific,8/17/2012 6:00:00 PM,19.9,125.9,1,1008,TEMBIN,0
West Pacific,8/18/2012 12:00:00 AM,21.8,105.1,1,992,KAI-TAK,40
West Pacific,8/18/2012 12:00:00 AM,19,126,1,1008,TEMBIN,0
West Pacific,8/18/2012 6:00:00 AM,22.6,103.2,1,996,KAI-TAK,0
West Pacific,8/18/2012 6:00:00 AM,18.7,125.8,1,1006,TEMBIN,0
West Pacific,8/18/2012 12:00:00 PM,23.2,101.8,1,1000,KAI-TAK,0
West Pacific,8/18/2012 12:00:00 PM,18.3,125.4,1,1006,TEMBIN,0
West Pacific,8/18/2012 6:00:00 PM,17.8,125,1,1006,TEMBIN,0
West Pacific,8/19/2012 12:00:00 AM,17.6,124.8,1,1004,TEMBIN,0
West Pacific,8/19/2012 6:00:00 AM,14.1,142.1,1,1006,BOLAVEN,0
West Pacific,8/19/2012 6:00:00 AM,17.4,124.8,1,1000,TEMBIN,35
West Pacific,8/19/2012 12:00:00 PM,14.8,142.1,1,1008,BOLAVEN,0
West Pacific,8/19/2012 12:00:00 PM,17.6,124.7,1,996,TEMBIN,40
West Pacific,8/19/2012 6:00:00 PM,16.1,142,1,1006,BOLAVEN,0
West Pacific,8/19/2012 6:00:00 PM,17.7,124.6,1,992,TEMBIN,45
West Pacific,8/20/2012 12:00:00 AM,16.8,141.9,1,1004,BOLAVEN,0
West Pacific,8/20/2012 12:00:00 AM,18,124.8,1,980,TEMBIN,55
West Pacific,8/20/2012 6:00:00 AM,17.4,141.4,1,1000,BOLAVEN,35
West Pacific,8/20/2012 6:00:00 AM,18.4,124.9,1,965,TEMBIN,70
West Pacific,8/20/2012 12:00:00 PM,17.9,141.3,1,996,BOLAVEN,40
West Pacific,8/20/2012 12:00:00 PM,18.8,125.2,1,950,TEMBIN,80
West Pacific,8/20/2012 6:00:00 PM,18.1,141.2,1,992,BOLAVEN,45
West Pacific,8/20/2012 6:00:00 PM,19.5,125.3,1,950,TEMBIN,80
West Pacific,8/21/2012 12:00:00 AM,18.2,140.8,1,985,BOLAVEN,50
West Pacific,8/21/2012 12:00:00 AM,20.2,125.4,1,950,TEMBIN,80
West Pacific,8/21/2012 6:00:00 AM,18.4,140.5,1,985,BOLAVEN,50
West Pacific,8/21/2012 6:00:00 AM,21.1,125.4,1,950,TEMBIN,80
West Pacific,8/21/2012 12:00:00 PM,18.9,140.2,1,975,BOLAVEN,65
West Pacific,8/21/2012 12:00:00 PM,21.7,125.2,1,950,TEMBIN,80
West Pacific,8/21/2012 6:00:00 PM,19.1,139.5,1,970,BOLAVEN,70
West Pacific,8/21/2012 6:00:00 PM,22.1,125,1,955,TEMBIN,75
West Pacific,8/22/2012 12:00:00 AM,19.2,138.8,1,970,BOLAVEN,70
West Pacific,8/22/2012 12:00:00 AM,22.4,124.5,1,965,TEMBIN,70
West Pacific,8/22/2012 6:00:00 AM,19.3,138,1,965,BOLAVEN,70
West Pacific,8/22/2012 6:00:00 AM,22.4,124.3,1,965,TEMBIN,70
West Pacific,8/22/2012 12:00:00 PM,19.5,137.5,1,965,BOLAVEN,70
West Pacific,8/22/2012 12:00:00 PM,22.5,124.2,1,965,TEMBIN,70
West Pacific,8/22/2012 6:00:00 PM,19.5,136.5,1,965,BOLAVEN,70
West Pacific,8/22/2012 6:00:00 PM,22.5,123.9,1,965,TEMBIN,70
West Pacific,8/23/2012 12:00:00 AM,19.7,135.9,1,965,BOLAVEN,70
West Pacific,8/23/2012 12:00:00 AM,22.5,123.6,1,950,TEMBIN,80
West Pacific,8/23/2012 6:00:00 AM,20,135.3,1,960,BOLAVEN,75
West Pacific,8/23/2012 6:00:00 AM,22.6,123.1,1,950,TEMBIN,80
West Pacific,8/23/2012 12:00:00 PM,20.2,134.6,1,960,BOLAVEN,75
West Pacific,8/23/2012 12:00:00 PM,22.7,122.5,1,950,TEMBIN,80
West Pacific,8/23/2012 6:00:00 PM,20.4,134.1,1,960,BOLAVEN,75
West Pacific,8/23/2012 6:00:00 PM,22.4,121.3,1,955,TEMBIN,75
West Pacific,8/24/2012 12:00:00 AM,21.1,133.8,1,960,BOLAVEN,75
West Pacific,8/24/2012 12:00:00 AM,22.1,120.5,1,970,TEMBIN,65
West Pacific,8/24/2012 6:00:00 AM,21.7,133.2,1,955,BOLAVEN,75
West Pacific,8/24/2012 6:00:00 AM,22.3,119.7,1,970,TEMBIN,65
West Pacific,8/24/2012 12:00:00 PM,22.2,133,1,950,BOLAVEN,80
West Pacific,8/24/2012 12:00:00 PM,22.4,119.3,1,970,TEMBIN,65
West Pacific,8/24/2012 6:00:00 PM,22.9,132.7,1,940,BOLAVEN,80
West Pacific,8/24/2012 6:00:00 PM,22.5,118.7,1,970,TEMBIN,65
West Pacific,8/25/2012 12:00:00 AM,23.5,132.1,1,930,BOLAVEN,85
West Pacific,8/25/2012 12:00:00 AM,22.5,118.4,1,970,TEMBIN,65
West Pacific,8/25/2012 3:00:00 AM,23.8,131.8,1,925,BOLAVEN,85
West Pacific,8/25/2012 6:00:00 AM,24.2,131.3,1,920,BOLAVEN,90
West Pacific,8/25/2012 6:00:00 AM,22.3,117.8,1,970,TEMBIN,65
West Pacific,8/25/2012 9:00:00 AM,24.3,130.9,1,915,BOLAVEN,95
West Pacific,8/25/2012 12:00:00 PM,24.3,130.7,1,910,BOLAVEN,100
West Pacific,8/25/2012 12:00:00 PM,21.9,117.1,1,970,TEMBIN,65
West Pacific,8/25/2012 3:00:00 PM,24.5,130.4,1,920,BOLAVEN,95
West Pacific,8/25/2012 6:00:00 PM,24.7,130.2,1,920,BOLAVEN,95
West Pacific,8/25/2012 6:00:00 PM,21.4,116.7,1,970,TEMBIN,65
West Pacific,8/25/2012 9:00:00 PM,25,129.8,1,920,BOLAVEN,95
West Pacific,8/26/2012 12:00:00 AM,25.3,129.5,1,925,BOLAVEN,90
West Pacific,8/26/2012 12:00:00 AM,21.1,116.7,1,970,TEMBIN,65
West Pacific,8/26/2012 3:00:00 AM,25.6,129.2,1,925,BOLAVEN,90
West Pacific,8/26/2012 6:00:00 AM,25.9,129,1,925,BOLAVEN,90
West Pacific,8/26/2012 6:00:00 AM,20.8,116.7,1,965,TEMBIN,70
West Pacific,8/26/2012 9:00:00 AM,26.4,128.6,1,925,BOLAVEN,90
West Pacific,8/26/2012 12:00:00 PM,26.6,128,1,930,BOLAVEN,85
West Pacific,8/26/2012 12:00:00 PM,20.5,116.9,1,965,TEMBIN,70
West Pacific,8/26/2012 3:00:00 PM,26.9,127.8,1,935,BOLAVEN,85
West Pacific,8/26/2012 6:00:00 PM,27.5,127.4,1,940,BOLAVEN,80
West Pacific,8/26/2012 6:00:00 PM,20.4,117.4,1,965,TEMBIN,70
West Pacific,8/26/2012 9:00:00 PM,27.9,127.1,1,945,BOLAVEN,75
West Pacific,8/27/2012 12:00:00 AM,28.4,126.9,1,955,BOLAVEN,70
West Pacific,8/27/2012 12:00:00 AM,20.2,118,1,965,TEMBIN,70
West Pacific,8/27/2012 3:00:00 AM,29.1,126.3,1,955,BOLAVEN,70
West Pacific,8/27/2012 6:00:00 AM,29.9,126,1,960,BOLAVEN,65
West Pacific,8/27/2012 6:00:00 AM,20.7,118.6,1,965,TEMBIN,70
West Pacific,8/27/2012 12:00:00 PM,31.3,125.6,1,960,BOLAVEN,65
West Pacific,8/27/2012 12:00:00 PM,21.4,119.9,1,965,TEMBIN,70
West Pacific,8/27/2012 6:00:00 PM,33,125.5,1,960,BOLAVEN,65
West Pacific,8/27/2012 6:00:00 PM,21.8,120.9,1,965,TEMBIN,70
West Pacific,8/28/2012 12:00:00 AM,34.8,125.1,1,960,BOLAVEN,65
West Pacific,8/28/2012 12:00:00 AM,22.8,122,1,970,TEMBIN,65
West Pacific,8/28/2012 3:00:00 AM,23.3,122.4,1,970,TEMBIN,65
West Pacific,8/28/2012 6:00:00 AM,36.6,124.8,1,965,BOLAVEN,60
West Pacific,8/28/2012 6:00:00 AM,23.9,122.8,1,970,TEMBIN,65
West Pacific,8/28/2012 9:00:00 AM,24.7,123.2,1,970,TEMBIN,65
West Pacific,8/28/2012 12:00:00 PM,38.7,124.5,1,975,BOLAVEN,55
West Pacific,8/28/2012 12:00:00 PM,25.1,123.6,1,975,TEMBIN,60
West Pacific,8/28/2012 3:00:00 PM,25.6,123.6,1,975,TEMBIN,60
West Pacific,8/28/2012 6:00:00 PM,41.6,125.8,1,980,BOLAVEN,45
West Pacific,8/28/2012 6:00:00 PM,26.2,123.7,1,980,TEMBIN,55
West Pacific,8/29/2012 12:00:00 AM,44.3,128.3,1,980,BOLAVEN,45
West Pacific,8/29/2012 12:00:00 AM,27.1,123.8,1,980,TEMBIN,55
West Pacific,8/29/2012 6:00:00 AM,46,130,1,982,BOLAVEN,0
West Pacific,8/29/2012 6:00:00 AM,28.8,124.2,1,980,TEMBIN,55
West Pacific,8/29/2012 12:00:00 PM,47.7,132.4,1,984,BOLAVEN,0
West Pacific,8/29/2012 12:00:00 PM,30.5,124.9,1,980,TEMBIN,55
West Pacific,8/29/2012 6:00:00 PM,50,134.4,1,986,BOLAVEN,0
West Pacific,8/29/2012 6:00:00 PM,32.3,125,1,980,TEMBIN,55
West Pacific,8/30/2012 12:00:00 AM,51.9,139.7,1,988,BOLAVEN,0
West Pacific,8/30/2012 12:00:00 AM,33.8,126.6,1,985,TEMBIN,50
West Pacific,8/30/2012 6:00:00 AM,52.6,141.6,1,986,BOLAVEN,0
West Pacific,8/30/2012 6:00:00 AM,36,128,1,994,TEMBIN,45
West Pacific,8/30/2012 12:00:00 PM,53.7,145.9,1,988,BOLAVEN,0
West Pacific,8/30/2012 12:00:00 PM,36.5,129.4,1,1004,TEMBIN,0
West Pacific,8/30/2012 6:00:00 PM,54.9,148,1,988,BOLAVEN,0
West Pacific,8/30/2012 6:00:00 PM,38.4,131.2,1,1004,TEMBIN,0
West Pacific,8/31/2012 12:00:00 AM,54.8,150.3,1,990,BOLAVEN,0
West Pacific,8/31/2012 12:00:00 AM,38.5,131.4,1,1006,TEMBIN,0
West Pacific,8/31/2012 6:00:00 AM,55,153.2,1,992,BOLAVEN,0
West Pacific,8/31/2012 6:00:00 AM,38.6,131.9,1,1008,TEMBIN,0
West Pacific,8/31/2012 12:00:00 PM,55.3,163.7,1,996,BOLAVEN,0
West Pacific,8/31/2012 12:00:00 PM,38.6,132.2,1,1010,TEMBIN,0
West Pacific,8/31/2012 6:00:00 PM,55,167.2,1,994,BOLAVEN,0
West Pacific,8/31/2012 6:00:00 PM,39.2,132.2,1,1010,TEMBIN,0
West Pacific,9/1/2012 12:00:00 AM,54.2,172.4,1,994,BOLAVEN,0
West Pacific,9/1/2012 12:00:00 AM,39.2,132.2,1,1012,TEMBIN,0
West Pacific,9/1/2012 6:00:00 AM,53.9,174.9,1,992,BOLAVEN,0
West Pacific,9/1/2012 12:00:00 PM,53.5,178.3,1,990,BOLAVEN,0
West Pacific,9/10/2012 12:00:00 AM,8.7,134.7,1,1008,SANBA,0
West Pacific,9/10/2012 6:00:00 AM,8.9,134.6,1,1004,SANBA,0
West Pacific,9/10/2012 12:00:00 PM,9.2,134.5,1,1006,SANBA,0
West Pacific,9/10/2012 6:00:00 PM,9.6,134.3,1,1004,SANBA,0
West Pacific,9/11/2012 12:00:00 AM,10,134.1,1,1002,SANBA,35
West Pacific,9/11/2012 6:00:00 AM,10.7,133.8,1,1000,SANBA,35
West Pacific,9/11/2012 12:00:00 PM,11.4,133.3,1,998,SANBA,40
West Pacific,9/11/2012 6:00:00 PM,11.9,132.4,1,996,SANBA,40
West Pacific,9/12/2012 12:00:00 AM,12.5,131.6,1,992,SANBA,45
West Pacific,9/12/2012 6:00:00 AM,13,131.1,1,985,SANBA,55
West Pacific,9/12/2012 12:00:00 PM,13.7,130.6,1,965,SANBA,70
West Pacific,9/12/2012 6:00:00 PM,14,130.1,1,955,SANBA,75
West Pacific,9/13/2012 12:00:00 AM,14.8,129.8,1,945,SANBA,85
West Pacific,9/13/2012 6:00:00 AM,15.6,129.5,1,930,SANBA,95
West Pacific,9/13/2012 12:00:00 PM,16.3,129.6,1,910,SANBA,105
West Pacific,9/13/2012 6:00:00 PM,17.2,129.7,1,900,SANBA,110
West Pacific,9/14/2012 12:00:00 AM,18.1,129.7,1,900,SANBA,110
West Pacific,9/14/2012 6:00:00 AM,19.1,129.8,1,900,SANBA,110
West Pacific,9/14/2012 12:00:00 PM,20.2,129.8,1,915,SANBA,100
West Pacific,9/14/2012 6:00:00 PM,21.4,129.5,1,915,SANBA,100
West Pacific,9/15/2012 12:00:00 AM,22.3,129.1,1,920,SANBA,100
West Pacific,9/15/2012 6:00:00 AM,23.4,128.8,1,920,SANBA,100
West Pacific,9/15/2012 9:00:00 AM,24,128.7,1,920,SANBA,100
West Pacific,9/15/2012 12:00:00 PM,24.5,128.5,1,925,SANBA,95
West Pacific,9/15/2012 3:00:00 PM,25.1,128.2,1,925,SANBA,95
West Pacific,9/15/2012 6:00:00 PM,25.6,128.2,1,935,SANBA,90
West Pacific,9/15/2012 9:00:00 PM,26.4,128.2,1,935,SANBA,90
West Pacific,9/15/2012 10:00:00 PM,26.6,128.2,1,935,SANBA,90
West Pacific,9/16/2012 12:00:00 AM,27,128.1,1,935,SANBA,90
West Pacific,9/16/2012 3:00:00 AM,27.8,128.2,1,935,SANBA,90
West Pacific,9/16/2012 6:00:00 AM,28.8,128.1,1,935,SANBA,90
West Pacific,9/16/2012 9:00:00 AM,29.8,128.1,1,935,SANBA,90
West Pacific,9/16/2012 12:00:00 PM,30.6,127.9,1,935,SANBA,90
West Pacific,9/16/2012 3:00:00 PM,31.4,127.8,1,940,SANBA,85
West Pacific,9/16/2012 6:00:00 PM,32.2,127.9,1,940,SANBA,85
West Pacific,9/16/2012 9:00:00 PM,33,127.8,1,940,SANBA,85
West Pacific,9/17/2012 12:00:00 AM,34,127.9,1,955,SANBA,75
West Pacific,9/17/2012 3:00:00 AM,34.9,128,1,965,SANBA,70
West Pacific,9/17/2012 6:00:00 AM,36.3,128.5,1,980,SANBA,55
West Pacific,9/17/2012 12:00:00 PM,38.6,129.6,1,990,SANBA,45
West Pacific,9/17/2012 6:00:00 PM,40.9,130.6,1,990,SANBA,45
West Pacific,9/18/2012 12:00:00 AM,43.6,132.9,1,992,SANBA,0
West Pacific,9/18/2012 6:00:00 AM,45.8,134.6,1,996,SANBA,0
West Pacific,9/18/2012 12:00:00 PM,47.4,134.2,1,1000,SANBA,0
West Pacific,9/18/2012 6:00:00 PM,48,135.1,1,1002,SANBA,0
West Pacific,9/20/2012 12:00:00 AM,13.7,134.8,1,1010,JELAWAT,0
West Pacific,9/20/2012 6:00:00 AM,13.8,133.4,1,1006,JELAWAT,0
West Pacific,9/20/2012 12:00:00 PM,13.5,132,1,1006,JELAWAT,0
West Pacific,9/20/2012 6:00:00 PM,13.3,131.5,1,1002,JELAWAT,35
West Pacific,9/21/2012 12:00:00 AM,13.1,130.9,1,996,JELAWAT,45
West Pacific,9/21/2012 6:00:00 AM,12.5,130.4,1,992,JELAWAT,45
West Pacific,9/21/2012 12:00:00 PM,12.3,130.3,1,990,JELAWAT,45
West Pacific,9/21/2012 6:00:00 PM,11.9,130.1,1,990,JELAWAT,45
West Pacific,9/22/2012 12:00:00 AM,11.7,130,1,990,JELAWAT,50
