Basin,Date,Latitude,Longitude,Number of Records,Pressure (mb),Storm Name,Wind speed (kt)
West Pacific,12/2/2012 12:00:00 PM,6.4,134.6,1,935,BOPHA,100
West Pacific,12/2/2012 6:00:00 PM,6.5,133.3,1,940,BOPHA,90
West Pacific,12/3/2012 12:00:00 AM,6.8,131.8,1,940,BOPHA,90
West Pacific,12/3/2012 6:00:00 AM,7,130.4,1,935,BOPHA,100
West Pacific,12/3/2012 12:00:00 PM,7.4,128.9,1,930,BOPHA,100
West Pacific,12/3/2012 6:00:00 PM,7.6,127.3,1,930,BOPHA,100
West Pacific,12/4/2012 12:00:00 AM,7.9,125.9,1,945,BOPHA,85
West Pacific,12/4/2012 6:00:00 AM,8.7,124.1,1,970,BOPHA,70
West Pacific,12/4/2012 12:00:00 PM,9.2,122.4,1,975,BOPHA,65
West Pacific,12/4/2012 6:00:00 PM,9.8,120.6,1,975,BOPHA,65
West Pacific,12/5/2012 12:00:00 AM,9.8,119.8,1,975,BOPHA,65
West Pacific,12/5/2012 6:00:00 AM,10.6,118.8,1,975,BOPHA,65
West Pacific,12/5/2012 12:00:00 PM,11.2,118.2,1,975,BOPHA,65
West Pacific,12/5/2012 6:00:00 PM,11.5,117.7,1,975,BOPHA,65
West Pacific,12/6/2012 12:00:00 AM,12,117,1,975,BOPHA,65
West Pacific,12/6/2012 6:00:00 AM,12.4,116.6,1,975,BOPHA,65
West Pacific,12/6/2012 12:00:00 PM,12.8,116.3,1,975,BOPHA,65
West Pacific,12/6/2012 6:00:00 PM,13.2,115.8,1,980,BOPHA,60
West Pacific,12/7/2012 12:00:00 AM,13.7,115.6,1,965,BOPHA,70
West Pacific,12/7/2012 6:00:00 AM,14.6,115.9,1,955,BOPHA,80
West Pacific,12/7/2012 12:00:00 PM,15.4,116,1,945,BOPHA,90
West Pacific,12/7/2012 6:00:00 PM,16.1,116.2,1,945,BOPHA,90
West Pacific,12/8/2012 12:00:00 AM,16.8,116.9,1,950,BOPHA,85
West Pacific,12/8/2012 6:00:00 AM,17.5,117.9,1,955,BOPHA,80
West Pacific,12/8/2012 12:00:00 PM,17.9,118.6,1,970,BOPHA,65
West Pacific,12/8/2012 6:00:00 PM,18.1,119,1,1000,BOPHA,40
West Pacific,12/9/2012 12:00:00 AM,18.1,119.2,1,1004,BOPHA,35
West Pacific,12/9/2012 6:00:00 AM,17.8,119.5,1,1006,BOPHA,0
West Pacific,12/24/2012 12:00:00 AM,7.8,132.6,1,1006,WUKONG,0
West Pacific,12/24/2012 6:00:00 AM,9,131.7,1,1002,WUKONG,0
West Pacific,12/24/2012 12:00:00 PM,9.3,130.9,1,1004,WUKONG,0
West Pacific,12/24/2012 6:00:00 PM,9.7,130,1,1004,WUKONG,0
West Pacific,12/25/2012 12:00:00 AM,10.1,128.8,1,1002,WUKONG,35
West Pacific,12/25/2012 6:00:00 AM,10.2,127.2,1,1000,WUKONG,40
West Pacific,12/25/2012 12:00:00 PM,10.4,126.3,1,1000,WUKONG,40
West Pacific,12/25/2012 6:00:00 PM,10.6,124.7,1,1000,WUKONG,40
West Pacific,12/26/2012 12:00:00 AM,10.4,123.3,1,1002,WUKONG,35
West Pacific,12/26/2012 6:00:00 AM,10.2,122,1,1002,WUKONG,35
West Pacific,12/26/2012 12:00:00 PM,10,120.4,1,1002,WUKONG,35
West Pacific,12/26/2012 6:00:00 PM,10.5,119,1,1002,WUKONG,35
West Pacific,12/27/2012 12:00:00 AM,10.3,117.4,1,1002,WUKONG,35
West Pacific,12/27/2012 6:00:00 AM,10.2,115.9,1,1002,WUKONG,35
West Pacific,12/27/2012 12:00:00 PM,10.1,114.8,1,1002,WUKONG,35
West Pacific,12/27/2012 6:00:00 PM,10.1,113.6,1,1002,WUKONG,35
West Pacific,12/28/2012 12:00:00 AM,9.7,112.5,1,1002,WUKONG,35
West Pacific,12/28/2012 6:00:00 AM,8.7,111,1,1004,WUKONG,0
West Pacific,12/28/2012 12:00:00 PM,8.2,109.8,1,1004,WUKONG,0
West Pacific,12/28/2012 6:00:00 PM,7.7,108.4,1,1004,WUKONG,0
West Pacific,12/29/2012 12:00:00 AM,7.4,107.3,1,1004,WUKONG,0
West Pacific,12/29/2012 6:00:00 AM,7,106,1,1006,WUKONG,0
West Pacific,12/29/2012 12:00:00 PM,7.1,104.9,1,1006,WUKONG,0
